id,x1,x2,x3,y
4839,0.27,7,1,97.9
4840,0.58,7,3,80.7
4841,0.34,2,3,87.7
4842,0.35,7,4,82.7
4843,0.33,6,2,94.8
4844,0.66,6,2,95.8
4845,0.87,8,3,91.4
4846,0.56,3,1,88.4
4847,0.46,3,4,91.9
4848,0.39,3,3,89.3
4849,0.87,6,2,89.3
4850,0.88,3,1,83.5
4851,0.54,7,3,86.4
4852,0.59,4,2,83.4
4853,0.25,7,4,87.5
4854,0.56,7,2,86.4
4855,0.8,4,2,98.2
4856,0.43,7,2,89.6
4857,0.44,4,2,95.4
4858,0.61,4,1,96.5
4859,0.38,5,3,84.8
4860,0.24,7,3,90.5
4861,0.8,2,2,81.6
4862,0.32,7,4,80.1
4863,0.48,5,4,82.4
4864,0.85,6,1,91.5
4865,0.74,6,3,98.6
4866,0.61,4,3,96.1
4867,0.57,2,3,84.4
4868,0.27,5,2,95.4
4869,0.85,3,1,100
4870,0.58,5,2,86.3
4871,0.44,5,3,90.4
4872,0.67,3,2,96.4
4873,0.64,2,2,86.3
4874,0.84,3,3,92.9
4875,0.79,5,3,78
4876,0.39,4,1,92.9
4877,0.66,3,2,81.9
4878,0.48,8,3,95.8
4879,0.28,8,2,85
4880,0.47,3,3,97.3
4881,0.73,5,2,92.4
4882,0.78,8,2,96.5
4883,0.29,4,3,87.2
4884,0.64,2,2,81.7
4885,0.23,4,4,83.9
4886,0.68,4,2,100
4887,0.32,6,3,96.7
4888,0.58,4,4,88.9
4889,0.88,7,4,81.7
4890,0.41,8,2,88.4
4891,0.74,4,2,85
4892,0.34,2,1,92.2
4893,0.24,8,1,90.5
4894,0.45,6,3,79.6
4895,0.33,7,2,88.3
4896,0.65,7,2,100
4897,0.21,8,3,83.8
4898,0.88,3,2,89
4899,0.41,8,2,82.1
4900,0.65,3,4,83.8
4901,0.67,2,4,79
4902,0.23,7,2,86.1
4903,0.83,7,3,94
4904,0.75,6,4,89.8
4905,0.87,5,1,89.6
4906,0.51,6,4,85.5
4907,0.48,5,2,87
4908,0.78,7,2,84.6
4909,0.38,2,3,92.7
4910,0.43,6,2,86.9
4911,0.8,4,3,95.7
4912,0.43,7,3,82.8
4913,0.84,3,2,96.1
4914,0.24,5,2,77.1
4915,0.61,3,2,88.8
4916,0.43,4,3,73.7
4917,0.46,3,3,93.8
4918,0.79,6,4,95.5
4919,0.77,7,4,98
4920,0.49,6,2,88.9
4921,0.68,6,1,96.1
4922,0.74,3,1,100
4923,0.39,2,2,86.5
4924,0.32,8,4,90.2
4925,0.37,7,2,94.2
4926,0.66,4,2,96.6
4927,0.62,3,3,98.3
4928,0.54,7,3,84
4929,0.3,7,1,87.6
4930,0.22,6,2,89.7
4931,0.44,8,3,86.3
4932,0.63,6,1,90.3
4933,0.3,4,2,90
4934,0.32,4,4,76.7
4935,0.71,4,1,84.4
4936,0.76,5,2,95.8
4937,0.74,6,4,82.6
4938,0.41,2,1,88.8
4939,0.56,5,3,85.4
4940,0.57,6,4,89.8
4941,0.22,2,3,82
4942,0.27,4,1,98
4943,0.73,8,3,82.5
4944,0.27,3,2,79.5
4945,0.24,2,1,94.5
4946,0.79,7,1,91.8
4947,0.55,3,2,88.4
4948,0.58,4,1,83.7
4949,0.22,7,3,75.3
4950,0.44,4,4,80.9
4951,0.52,7,3,79.2
4952,0.58,6,3,91.8
4953,0.45,7,3,81.2
4954,0.7,5,2,92.1
4955,0.34,7,3,94.6
4956,0.66,5,3,100
4957,0.28,7,2,94.5
4958,0.23,5,3,87.5
4959,0.46,4,4,90.3
4960,0.35,7,4,89.7
4961,0.39,5,3,85.3
4962,0.75,8,4,98.4
4963,0.85,4,3,82.7
4964,0.64,5,2,80.5
4965,0.31,4,3,90.2
4966,0.61,4,4,92.6
4967,0.89,6,1,90.9
4968,0.6,5,2,83.5
4969,0.74,4,2,92.6
4970,0.81,3,2,93.3
4971,0.46,2,3,76.4
4972,0.51,3,2,100
4973,0.32,7,2,83.8
4974,0.53,6,4,94.9
4975,0.35,6,3,96.2
4976,0.69,4,1,94.1
4977,0.81,5,2,94.9
4978,0.56,7,3,84.5
4979,0.58,8,3,91.7
4980,0.38,3,2,86.8
4981,0.46,5,2,95
4982,0.46,8,3,93.1
4983,0.42,5,3,81.5
4984,0.86,3,3,94.2
4985,0.38,4,3,92.5
4986,0.73,3,2,88.8
4987,0.82,8,3,93.3
4988,0.35,3,1,84
4989,0.66,6,3,86
4990,0.54,5,3,99.1
4991,0.59,2,4,78.6
4992,0.21,7,2,98.6
4993,0.25,8,2,82.9
4994,0.81,7,2,89.1
4995,0.78,6,2,99
4996,0.89,6,1,92.4
4997,0.62,3,1,100
4998,0.45,3,2,88.1
4999,0.72,4,2,96.4
5000,0.85,3,3,85.8
5001,0.56,5,2,88.9
5002,0.4,8,3,75.8
5003,0.63,3,2,90.9
5004,0.39,8,2,92.8
5005,0.42,6,1,99.1
5006,0.66,4,3,99.1
5007,0.6,3,2,81.2
5008,0.41,5,4,76.1
5009,0.5,5,4,81.1
5010,0.25,7,2,80.1
5011,0.73,6,2,95.4
5012,0.53,5,3,95.1
5013,0.77,5,3,78.4
5014,0.49,6,3,94.8
5015,0.64,4,2,83
5016,0.6,4,3,83.7
5017,0.34,8,4,83.4
5018,0.3,6,3,94.3
5019,0.37,4,3,92.5
5020,0.63,6,3,92.1
5021,0.62,7,2,97.5
5022,0.28,8,4,91.7
5023,0.31,4,3,78.6
5024,0.54,4,2,96.1
5025,0.73,7,3,83.9
5026,0.22,6,3,87.3
5027,0.21,4,2,96.3
5028,0.84,4,2,85.1
5029,0.31,4,3,90.9
5030,0.35,7,4,91.5
5031,0.63,6,3,87.1
5032,0.87,6,4,93.1
5033,0.26,6,2,78.6
5034,0.62,7,4,91.8
5035,0.36,5,3,86.9
5036,0.5,4,2,87.9
5037,0.33,7,2,93.6
5038,0.56,2,3,91.6
5039,0.86,4,4,91
5040,0.27,2,3,83.9
5041,0.29,5,3,87.8
5042,0.65,7,4,80.7
5043,0.34,4,2,89.1
5044,0.32,7,2,81.3
5045,0.58,4,1,91.6
5046,0.8,4,3,95.2
5047,0.36,7,4,80.7
5048,0.5,3,2,83.1
5049,0.29,4,3,88.6
5050,0.44,6,3,89.6
5051,0.37,6,2,75
5052,0.21,2,3,83.6
5053,0.76,4,4,95
5054,0.76,8,3,86
5055,0.56,6,2,84.8
5056,0.26,7,4,75.7
5057,0.85,6,3,85.4
5058,0.21,2,4,82.2
5059,0.32,7,2,85.9
5060,0.52,4,2,100
5061,0.79,6,2,97.4
5062,0.65,6,2,81.9
5063,0.32,2,4,78.5
5064,0.25,8,2,90.8
5065,0.32,4,2,82.3
5066,0.65,5,4,90
5067,0.44,4,4,96.8
5068,0.84,8,3,94.2
5069,0.21,5,4,81.2
5070,0.47,3,4,91.7
5071,0.85,5,2,91.1
5072,0.72,3,3,95.6
5073,0.43,3,3,89.1
5074,0.49,7,1,95.1
5075,0.61,3,1,89.2
5076,0.56,2,3,92.1
5077,0.37,4,4,83.8
5078,0.36,7,3,93.8
5079,0.64,3,3,94.8
5080,0.85,4,3,87.1
5081,0.83,2,2,87.8
5082,0.75,7,3,96.7
5083,0.7,3,4,96.2
5084,0.21,6,2,89.7
5085,0.46,7,3,82.5
5086,0.2,7,1,91.5
5087,0.7,8,3,90.2
5088,0.44,7,2,87.4
5089,0.25,2,2,85.3
5090,0.75,3,2,95.5
5091,0.85,2,4,81.2
5092,0.87,4,3,91.9
5093,0.55,7,3,93.4
5094,0.81,7,3,91
5095,0.59,4,2,99.8
5096,0.79,8,1,100
5097,0.89,3,4,85.1
5098,0.26,3,4,69
5099,0.56,8,3,90.7
5100,0.24,2,3,92.4
5101,0.79,3,4,93.8
5102,0.2,6,1,85.5
5103,0.69,5,4,92.7
5104,0.44,8,2,100
5105,0.37,4,4,82.7
5106,0.25,5,3,79.8
5107,0.88,4,1,96.2
5108,0.4,4,3,88
5109,0.68,3,3,76.5
5110,0.59,6,3,87.4
5111,0.24,4,2,83.1
5112,0.39,4,3,72.6
5113,0.78,6,3,88.6
5114,0.44,3,4,85.7
5115,0.21,5,3,81.1
5116,0.43,3,2,100
5117,0.77,3,1,92.8
5118,0.37,7,3,95.3
5119,0.2,2,4,75.9
5120,0.36,6,2,90.3
5121,0.57,7,1,100
5122,0.77,3,3,82.8
5123,0.9,2,4,84.3
5124,0.37,5,1,100
5125,0.66,6,4,98.5
5126,0.71,3,3,82.3
5127,0.84,4,2,84.3
5128,0.59,8,2,93.3
5129,0.44,6,1,94.5
5130,0.24,6,2,92.5
5131,0.7,6,2,100
5132,0.77,6,4,77.9
5133,0.72,5,1,97.9
5134,0.64,5,1,92.5
5135,0.56,7,3,89.3
5136,0.71,8,2,96
5137,0.67,6,3,100
5138,0.86,7,3,100
5139,0.8,6,1,100
5140,0.21,5,2,89.5
5141,0.28,4,1,76.4
5142,0.45,8,2,93.2
5143,0.21,5,2,89.5
5144,0.46,4,3,83.7
5145,0.36,3,2,90.7
5146,0.64,5,4,88.7
5147,0.3,5,3,92.3
5148,0.56,4,3,95.7
5149,0.42,4,4,84.6
5150,0.59,7,2,100
5151,0.46,3,1,100
5152,0.51,3,2,94.2
5153,0.62,2,3,80
5154,0.45,7,4,83.7
5155,0.41,4,1,86
5156,0.41,4,2,77
5157,0.61,5,4,94.2
5158,0.58,4,2,83.3
5159,0.36,5,1,90.4
5160,0.51,7,3,99.3
5161,0.26,3,3,92.6
5162,0.57,6,3,99.2
5163,0.34,7,2,100
5164,0.5,4,2,85.6
5165,0.52,4,2,85.7
5166,0.36,6,3,89.4
5167,0.24,7,4,88.9
5168,0.23,3,2,83
5169,0.77,4,4,84.8
5170,0.28,6,2,84.9
5171,0.67,7,3,86.4
5172,0.52,6,2,100
5173,0.26,5,3,83.6
5174,0.49,8,4,98.9
5175,0.52,6,2,100
5176,0.82,3,2,92.1
5177,0.43,8,4,90.5
5178,0.32,6,4,93.9
5179,0.43,7,4,87.3
5180,0.72,5,2,100
5181,0.84,5,3,94.4
5182,0.61,6,3,91
5183,0.55,6,3,100
5184,0.42,6,1,99.1
5185,0.42,3,2,86.7
5186,0.88,3,1,100
5187,0.33,5,1,100
5188,0.5,4,3,91.2
5189,0.59,5,2,95.1
5190,0.54,5,3,79.5
5191,0.49,6,2,97.2
5192,0.3,3,2,89.9
5193,0.24,3,3,88.9
5194,0.89,2,4,100
5195,0.52,7,2,78.7
5196,0.31,6,3,92.3
5197,0.33,5,2,91.9
5198,0.68,5,1,87.8
5199,0.25,3,1,89.7
5200,0.79,7,2,86.3
5201,0.39,8,2,79.1
5202,0.38,2,3,85.7
5203,0.53,5,1,100
5204,0.21,4,3,96.7
5205,0.7,6,2,84.9
5206,0.24,6,4,90
5207,0.57,3,2,88.9
5208,0.62,7,2,97
5209,0.9,2,2,82.6
5210,0.61,7,4,92.7
5211,0.55,7,3,85.7
5212,0.43,2,2,76.9
5213,0.43,8,4,87.6
5214,0.76,8,3,88.5
5215,0.35,4,1,97
5216,0.37,3,2,78
5217,0.22,8,2,85.7
5218,0.58,5,3,93.5
5219,0.5,3,1,89.1
5220,0.26,7,4,91.2
5221,0.38,4,3,92.4
5222,0.26,5,2,83
5223,0.49,4,2,86.1
5224,0.78,4,2,98.6
5225,0.83,8,1,95.7
5226,0.85,6,4,83.8
5227,0.63,2,2,83.5
5228,0.49,6,2,99.4
5229,0.27,5,2,93.3
5230,0.7,3,4,84.3
5231,0.83,5,2,88.5
5232,0.59,7,2,97
5233,0.89,2,3,84.7
5234,0.79,8,2,95.7
5235,0.32,8,4,87.3
5236,0.47,2,4,74.7
5237,0.85,6,3,80.6
5238,0.56,6,3,96.7
5239,0.79,2,3,94.6
5240,0.37,6,2,77.9
5241,0.85,7,4,90
5242,0.35,2,2,86
5243,0.51,7,4,91.7
5244,0.45,2,4,79.4
5245,0.54,7,1,85.5
5246,0.86,7,4,100
5247,0.83,4,4,95.3
5248,0.49,7,2,98
5249,0.47,2,3,89.8
5250,0.3,3,2,86.4
5251,0.36,3,3,79.5
5252,0.9,4,2,100
5253,0.48,8,1,100
5254,0.8,5,2,87.4
5255,0.32,6,3,79.5
5256,0.84,5,4,77.2
5257,0.39,6,3,75.4
5258,0.81,4,4,89.7
5259,0.67,4,4,80
5260,0.86,2,2,85.6
5261,0.32,7,3,82.1
5262,0.36,2,3,94.5
5263,0.51,7,2,84.6
5264,0.81,3,3,82.1
5265,0.81,2,4,87.3
5266,0.8,7,3,88.8
5267,0.36,4,1,95.3
5268,0.89,7,2,91.8
5269,0.61,3,2,85.4
5270,0.6,8,4,75.3
5271,0.8,7,4,80.9
5272,0.44,5,3,73
5273,0.28,3,2,86.2
5274,0.28,2,2,82.9
5275,0.28,6,3,85.7
5276,0.47,6,3,86.9
5277,0.57,6,2,93.1
5278,0.37,7,2,92.2
5279,0.55,6,2,92.7
5280,0.22,6,3,99.6
5281,0.72,7,1,99.3
5282,0.24,6,4,92.5
5283,0.44,2,1,89.7
5284,0.67,8,2,86.7
5285,0.36,3,2,83
5286,0.36,6,3,92.3
5287,0.36,6,2,90.9
5288,0.48,8,2,82.4
5289,0.56,2,4,78.1
5290,0.89,5,1,83.5
5291,0.31,4,4,82
5292,0.49,7,2,85.7
5293,0.43,7,2,88.1
5294,0.89,5,2,93.7
5295,0.45,3,4,83.3
5296,0.67,4,1,88.1
5297,0.53,5,1,81
5298,0.43,4,4,80.9
5299,0.27,7,4,85.2
5300,0.85,4,3,96.7
5301,0.63,5,4,96.2
5302,0.36,6,1,91.2
5303,0.69,3,2,90.5
5304,0.57,5,1,100
5305,0.34,3,1,83.3
5306,0.71,6,3,89
5307,0.4,6,2,90.5
5308,0.44,2,1,85.1
5309,0.4,3,4,84.5
5310,0.31,7,4,77.7
5311,0.73,7,2,94.2
5312,0.66,2,1,85.7
5313,0.85,5,2,98.2
5314,0.4,7,1,84.8
5315,0.47,3,3,82.9
5316,0.58,4,3,85.3
5317,0.48,8,2,93.5
5318,0.84,6,2,83.2
5319,0.53,7,2,91.3
5320,0.42,6,1,93.6
5321,0.64,5,1,92
5322,0.35,6,2,74.3
5323,0.27,2,3,82
5324,0.46,5,3,93.8
5325,0.44,2,2,76.4
5326,0.32,6,3,92.3
5327,0.27,5,2,89.6
5328,0.45,5,4,80.4
5329,0.56,8,2,98
5330,0.36,4,3,84.6
5331,0.32,5,3,93.9
5332,0.44,4,3,86.6
5333,0.53,7,3,78.3
5334,0.75,3,3,95
5335,0.65,7,1,97.9
5336,0.27,6,2,90.8
5337,0.74,5,2,97.8
5338,0.29,6,2,81.8
5339,0.78,7,3,87.2
5340,0.22,6,4,86.7
5341,0.61,7,3,100
5342,0.41,5,3,83.5
5343,0.66,7,2,96.2
5344,0.7,3,1,81.3
5345,0.55,4,3,84.1
5346,0.56,5,2,94.1
5347,0.36,5,2,91.5
5348,0.71,5,2,82.4
5349,0.71,5,3,76.8
5350,0.34,7,3,86.6
5351,0.89,4,3,100
5352,0.76,6,2,100
5353,0.41,5,1,93.1
5354,0.65,6,4,84.7
5355,0.62,4,3,89.4
5356,0.28,7,4,76.8
5357,0.86,6,3,96.3
5358,0.4,6,4,92.3
5359,0.37,7,3,82.2
5360,0.38,3,2,77
5361,0.76,2,3,92.9
5362,0.45,4,2,94.5
5363,0.51,5,1,94.3
5364,0.31,5,3,97.5
5365,0.34,8,2,94.8
5366,0.73,3,3,91.3
5367,0.61,6,1,95.8
5368,0.75,3,3,82.7
5369,0.63,8,3,90.2
5370,0.83,3,2,93
5371,0.8,4,1,95.6
5372,0.33,3,2,93
5373,0.51,7,1,88.4
5374,0.3,7,1,81.9
5375,0.46,4,3,100
5376,0.38,7,3,92.7
5377,0.28,6,3,87
5378,0.47,4,2,83.9
5379,0.52,2,3,93.2
5380,0.61,7,3,88.5
5381,0.46,6,3,86.7
5382,0.68,6,4,82.5
5383,0.87,4,2,92.5
5384,0.56,8,2,82.5
5385,0.59,5,3,80.6
5386,0.57,2,2,92.4
5387,0.64,2,1,86.2
5388,0.2,5,3,80.4
5389,0.43,4,2,78.4
5390,0.34,7,4,81.3
5391,0.71,8,3,80.7
5392,0.46,4,4,88.9
5393,0.68,6,2,100
5394,0.23,4,3,70.8
5395,0.49,4,1,90.7
5396,0.4,4,1,96.8
5397,0.25,4,2,82.3
5398,0.34,8,4,77.3
5399,0.85,4,4,94.6
5400,0.48,2,2,84.1
5401,0.64,4,2,82.7
5402,0.4,4,3,83.3
5403,0.54,8,2,100
5404,0.78,6,4,88
5405,0.64,4,3,82.6
5406,0.36,3,1,83.2
5407,0.29,5,4,81.3
5408,0.8,5,2,90.5
5409,0.38,3,2,79.6
5410,0.2,5,2,89.1
5411,0.68,6,4,95.9
5412,0.65,3,2,94.4
5413,0.83,5,2,92.1
5414,0.5,4,3,95.9
5415,0.81,5,3,100
5416,0.56,5,4,89.7
5417,0.82,7,4,77.2
5418,0.4,4,2,84.1
5419,0.31,6,2,81.4
5420,0.46,7,1,94.7
5421,0.28,3,3,81.5
5422,0.7,2,2,97
5423,0.22,3,1,93
5424,0.33,4,4,84.7
5425,0.5,7,1,88.8
5426,0.56,6,2,87.4
5427,0.4,8,4,90.6
5428,0.85,2,2,88.9
5429,0.66,6,3,95.2
5430,0.84,3,2,98.2
5431,0.44,8,2,80.5
5432,0.22,3,1,83.1
5433,0.8,3,2,93.4
5434,0.26,5,2,97.1
5435,0.62,4,2,87.9
5436,0.3,2,3,77.1
5437,0.46,5,2,79.1
5438,0.56,4,2,78.2
5439,0.33,3,2,89.5
5440,0.76,3,2,91.8
5441,0.62,3,4,91.4
5442,0.49,6,2,87
5443,0.2,8,3,91.8
5444,0.25,4,4,91.4
5445,0.32,8,4,84.1
5446,0.52,6,3,82.4
5447,0.48,5,4,90.4
5448,0.88,2,2,94.7
5449,0.39,8,4,81.8
5450,0.65,7,2,98.2
5451,0.57,3,1,100
5452,0.45,5,4,93.2
5453,0.81,4,4,93.4
5454,0.69,4,1,94.7
5455,0.33,5,2,87.5
5456,0.69,8,3,92.8
5457,0.62,5,3,97.9
5458,0.31,4,3,81
5459,0.88,6,3,86.9
5460,0.88,3,3,100
5461,0.29,2,2,75.2
5462,0.3,8,3,89.4
5463,0.73,8,2,100
5464,0.75,6,3,89.8
5465,0.41,4,2,97.4
5466,0.23,4,1,87.3
5467,0.35,7,4,86
5468,0.8,4,2,82.3
5469,0.76,3,3,87.7
5470,0.36,7,2,94.2
5471,0.32,8,3,88.2
5472,0.82,7,1,95.7
5473,0.65,6,2,83.5
5474,0.86,6,3,100
5475,0.77,5,3,91.9
5476,0.66,6,4,82.8
5477,0.84,6,4,81.4
5478,0.8,7,2,89.7
5479,0.78,3,1,83.8
5480,0.47,5,1,91
5481,0.82,6,2,92.8
5482,0.75,5,2,93
5483,0.24,3,3,92.4
5484,0.31,6,2,98.3
5485,0.7,3,1,99.9
5486,0.39,4,3,89.1
5487,0.6,2,1,92.9
5488,0.52,2,2,96.8
5489,0.85,3,2,82.7
5490,0.23,8,2,95.4
5491,0.53,2,2,87.7
5492,0.63,5,4,91.9
5493,0.54,2,2,93
5494,0.88,3,2,98.3
5495,0.76,3,1,89
5496,0.54,6,4,78.8
5497,0.71,8,2,95.2
5498,0.53,3,3,84.5
5499,0.38,5,3,99.5
5500,0.67,5,4,93.2
5501,0.23,7,4,85.2
5502,0.37,8,2,85.5
5503,0.54,7,2,92.9
5504,0.75,2,2,95
5505,0.32,3,2,75.3
5506,0.4,4,1,89.5
5507,0.38,3,3,91.4
5508,0.67,3,1,98.9
5509,0.35,3,2,84.4
5510,0.31,6,4,88.1
5511,0.42,3,2,89.3
5512,0.41,6,2,85.2
5513,0.78,3,1,100
5514,0.8,7,2,100
5515,0.88,8,3,93.6
5516,0.71,4,3,100
5517,0.75,5,3,86
5518,0.88,5,2,100
5519,0.7,4,2,93.7
5520,0.29,8,4,85
5521,0.41,4,3,89.4
5522,0.56,5,3,90.1
5523,0.37,7,1,90.3
5524,0.43,6,2,92.7
5525,0.45,5,2,99.2
5526,0.84,5,2,89.5
5527,0.68,7,3,81.3
5528,0.76,6,2,82.2
5529,0.6,7,2,94.6
5530,0.82,5,2,94.3
5531,0.86,6,3,89.8
5532,0.6,7,2,86.7
5533,0.8,5,2,99.1
5534,0.73,5,3,95.2
5535,0.25,6,3,92.1
5536,0.23,8,3,92.7
5537,0.28,5,3,78.7
5538,0.21,7,2,85.6
5539,0.47,7,2,87.3
5540,0.72,3,2,96.9
5541,0.28,6,2,88.6
5542,0.66,8,2,86.7
5543,0.34,8,2,89.8
5544,0.46,7,3,85.7
5545,0.34,4,3,83.2
5546,0.31,7,2,91.2
5547,0.78,8,1,100
5548,0.59,4,2,95.2
5549,0.66,6,4,86.9
5550,0.5,5,2,85.4
5551,0.44,4,4,82.1
5552,0.38,8,2,94.8
5553,0.82,2,4,79.5
5554,0.88,6,3,85.7
5555,0.41,4,3,91.8
5556,0.5,3,3,85.5
5557,0.43,5,4,84.5
5558,0.29,8,2,89.8
5559,0.63,5,1,91
5560,0.29,5,2,75.1
5561,0.35,6,3,87.7
5562,0.55,7,2,84.7
5563,0.3,8,2,83.2
5564,0.52,8,1,84.9
5565,0.75,6,4,90.6
5566,0.34,4,1,79.3
5567,0.3,6,2,100
5568,0.49,7,2,87.3
5569,0.51,5,2,88.1
5570,0.9,5,2,94.2
5571,0.2,5,1,89.9
5572,0.79,4,1,90.1
5573,0.24,4,2,83.7
5574,0.27,5,3,76.5
5575,0.22,4,2,81.8
5576,0.54,4,1,99.5
5577,0.65,4,2,96.3
5578,0.28,3,2,81.8
5579,0.73,5,2,91.9
5580,0.8,5,3,100
5581,0.41,7,3,91.4
5582,0.22,6,3,90.6
5583,0.56,5,2,88.6
5584,0.29,6,1,89
5585,0.51,7,3,96.7
5586,0.83,3,2,90.3
5587,0.27,4,2,90.6
5588,0.86,7,2,90.7
5589,0.59,5,1,100
5590,0.37,6,2,78.1
5591,0.62,5,3,75.5
5592,0.41,5,3,76.2
5593,0.38,2,2,92.2
5594,0.21,4,4,70.3
5595,0.36,4,2,82.1
5596,0.7,5,2,87.5
5597,0.44,4,3,98.3
5598,0.43,3,1,89.5
5599,0.43,5,4,91.4
5600,0.49,2,3,99.3
5601,0.64,6,3,91.2
5602,0.65,2,2,82.2
5603,0.76,6,4,83.6
5604,0.87,6,2,93
5605,0.83,8,3,89.7
5606,0.6,4,3,93.2
5607,0.32,3,3,84.5
5608,0.28,7,4,76.6
5609,0.45,6,1,88.4
5610,0.64,3,4,84
5611,0.59,7,4,98.8
5612,0.7,6,2,95
5613,0.35,7,1,100
5614,0.7,3,2,91.7
5615,0.61,4,3,86.6
5616,0.53,3,3,88.9
5617,0.71,2,2,100
5618,0.29,6,4,86.8
5619,0.38,7,2,89
5620,0.56,8,3,82.2
5621,0.29,7,2,88.9
5622,0.36,4,2,92.9
5623,0.71,5,1,89.1
5624,0.53,7,4,84.6
5625,0.67,5,2,80.5
5626,0.48,6,3,94.5
5627,0.48,4,1,100
5628,0.82,2,1,97.9
5629,0.53,6,3,96.7
5630,0.49,6,3,83.1
5631,0.61,3,2,87.2
5632,0.36,7,3,85.5
5633,0.79,3,2,96.6
5634,0.3,3,4,80.4
5635,0.28,8,3,91.3
5636,0.31,2,3,72.3
5637,0.22,3,2,84.3
5638,0.73,8,2,100
5639,0.63,6,4,78.5
5640,0.28,4,2,93.9
5641,0.47,4,3,90.9
5642,0.56,2,3,84.9
5643,0.69,5,3,93.1
5644,0.62,4,3,77.5
5645,0.59,5,3,83
5646,0.39,3,1,87.8
5647,0.53,7,1,97.8
5648,0.67,4,1,100
5649,0.24,4,3,89.9
5650,0.33,4,1,98.5
5651,0.49,5,3,97.1
5652,0.3,4,1,92.9
5653,0.3,2,3,80.1
5654,0.38,3,3,79.6
5655,0.52,7,2,89.3
5656,0.36,3,3,74.8
5657,0.48,3,2,95
5658,0.47,7,2,97.6
5659,0.85,6,3,88.8
5660,0.41,7,2,83.4
5661,0.22,3,2,82.3
5662,0.37,6,2,84.9
5663,0.71,6,4,89.4
5664,0.78,6,2,94.1
5665,0.86,3,2,89.8
5666,0.48,3,1,84
5667,0.8,5,3,78.4
5668,0.45,3,3,89.2
5669,0.61,7,1,97.4
5670,0.66,7,4,76.8
5671,0.26,7,4,92.8
5672,0.79,5,4,84.3
5673,0.57,4,4,82.7
5674,0.3,5,1,100
5675,0.64,6,1,97.9
5676,0.77,5,4,86.2
5677,0.75,7,2,98.7
5678,0.55,2,1,90.8
5679,0.8,5,1,91.4
5680,0.39,7,2,94.6
5681,0.55,6,4,99.4
5682,0.47,5,4,83.9
5683,0.38,6,4,79.4
5684,0.37,5,1,91.9
5685,0.5,3,3,89.9
5686,0.45,5,2,81.2
5687,0.27,6,2,91.7
5688,0.67,7,2,98.6
5689,0.77,5,3,87.6
5690,0.57,3,4,79.2
5691,0.9,5,3,100
5692,0.7,5,3,100
5693,0.62,3,2,93.6
5694,0.22,4,4,91.2
5695,0.45,6,4,87.8
5696,0.82,4,3,97
5697,0.25,3,3,84.1
5698,0.8,7,2,82.9
5699,0.64,5,1,86.3
5700,0.6,4,2,81.9
5701,0.75,4,3,99.6
5702,0.62,5,2,91.3
5703,0.41,4,2,92.2
5704,0.82,4,4,83
5705,0.76,2,2,98.1
5706,0.78,7,4,95.2
5707,0.66,5,3,81.1
5708,0.22,5,4,80.3
5709,0.58,7,2,80.2
5710,0.21,7,4,80.8
5711,0.47,7,4,86
5712,0.34,7,3,95.3
5713,0.27,3,3,72
5714,0.69,4,2,90.2
5715,0.68,7,1,91.6
5716,0.56,2,2,94.3
5717,0.71,6,3,91.8
5718,0.65,2,1,94.2
5719,0.6,7,3,92.3
5720,0.39,3,4,97
5721,0.66,6,3,85.5
5722,0.27,3,2,76
5723,0.8,7,2,83.4
5724,0.84,4,1,91.1
5725,0.51,4,4,87.2
5726,0.24,5,2,95.1
5727,0.84,3,2,96.4
5728,0.5,7,1,84.6
5729,0.24,6,3,82.6
5730,0.25,6,2,94
5731,0.55,3,2,88.8
5732,0.32,3,2,84.6
5733,0.55,7,2,97.1
5734,0.81,6,3,86.5
5735,0.33,6,3,97.4
5736,0.5,8,2,83.8
5737,0.65,7,2,100
5738,0.64,7,2,94
5739,0.4,4,1,88.8
5740,0.8,5,3,97.4
5741,0.83,2,4,81.5
5742,0.45,3,1,93
5743,0.31,3,4,73.4
5744,0.23,5,2,79.5
5745,0.47,3,1,88.6
5746,0.73,5,4,81.9
5747,0.34,3,2,88.5
5748,0.42,8,2,88.8
5749,0.41,4,2,97.3
5750,0.53,7,2,97.6
5751,0.39,2,1,95.7
5752,0.66,6,2,89.9
5753,0.6,7,4,80.9
5754,0.44,3,2,78.1
5755,0.68,5,2,87.9
5756,0.64,6,2,80.5
5757,0.21,7,3,83.6
5758,0.26,6,4,74.6
5759,0.32,8,3,83.2
5760,0.2,8,2,89.6
5761,0.43,5,2,100
5762,0.41,8,2,91.9
5763,0.33,5,4,79.9
5764,0.32,5,4,86.9
5765,0.35,3,1,96
5766,0.37,6,2,79.8
5767,0.86,7,4,93.2
5768,0.52,4,3,90
5769,0.79,8,2,92.8
5770,0.59,4,2,86.2
5771,0.77,2,2,81.9
5772,0.4,4,3,84.2
5773,0.28,4,4,85.6
5774,0.67,8,1,88
5775,0.4,6,1,96.9
5776,0.49,2,2,90.9
5777,0.9,3,3,88.9
5778,0.6,7,2,80.5
5779,0.58,7,4,91.1
5780,0.67,3,1,81.3
5781,0.67,3,2,96.8
5782,0.64,5,3,87.1
5783,0.41,6,4,80.6
5784,0.46,6,3,99.7
5785,0.83,3,2,86.1
5786,0.44,7,3,92.5
5787,0.87,3,4,82.8
5788,0.77,7,2,84.4
5789,0.33,4,2,94
5790,0.66,8,3,89.5
